000092__CP025470|IncC,"AAYPQN010000017.1 Salmonella enterica subsp. enterica serovar Copenhagen strain FDA382205 SAMN02844394-rid5029143.denovo.17, whole genome shotgun sequence",1101,102120,1,1101,97704,98804,1101,0,100.0,100.0,100.0,minus,0.0,2034,replicon
NC_012690_00071|MOBH,"AAYPQN010000017.1 Salmonella enterica subsp. enterica serovar Copenhagen strain FDA382205 SAMN02844394-rid5029143.denovo.17, whole genome shotgun sequence",458,102120,245,458,28381,29022,214,4,98.131,47.0,100.0,minus,6.699999999999999e-141,440,relaxase
NC_012885_00072|MOBH,"AAYPQN010000017.1 Salmonella enterica subsp. enterica serovar Copenhagen strain FDA382205 SAMN02844394-rid5029143.denovo.17, whole genome shotgun sequence",987,102120,1,986,35583,38549,991,104,88.799,99.0,99.0,minus,0.0,1597,relaxase
NC_023291_00077|MPF_F,"AAYPQN010000017.1 Salmonella enterica subsp. enterica serovar Copenhagen strain FDA382205 SAMN02844394-rid5029143.denovo.17, whole genome shotgun sequence",335,102120,1,335,13351,14355,335,2,99.403,100.0,100.0,minus,0.0,582,mate-pair-formation
NC_012885_00091|MPF_F,"AAYPQN010000017.1 Salmonella enterica subsp. enterica serovar Copenhagen strain FDA382205 SAMN02844394-rid5029143.denovo.17, whole genome shotgun sequence",422,102120,1,422,15023,16285,422,24,94.076,100.0,100.0,minus,0.0,821,mate-pair-formation
NC_012885_00088|MPF_T,"AAYPQN010000017.1 Salmonella enterica subsp. enterica serovar Copenhagen strain FDA382205 SAMN02844394-rid5029143.denovo.17, whole genome shotgun sequence",815,102120,1,815,17110,19554,815,16,98.037,100.0,100.0,minus,0.0,1638,mate-pair-formation
NC_016974_00085|MPF_F,"AAYPQN010000017.1 Salmonella enterica subsp. enterica serovar Copenhagen strain FDA382205 SAMN02844394-rid5029143.denovo.17, whole genome shotgun sequence",192,102120,1,192,26493,27068,192,1,99.479,100.0,100.0,minus,3.2e-119,365,mate-pair-formation
NC_012885_00083|MPF_F,"AAYPQN010000017.1 Salmonella enterica subsp. enterica serovar Copenhagen strain FDA382205 SAMN02844394-rid5029143.denovo.17, whole genome shotgun sequence",438,102120,1,438,27068,28381,438,42,90.411,100.0,100.0,minus,0.0,752,mate-pair-formation
NC_014170_00023|MPF_F,"AAYPQN010000017.1 Salmonella enterica subsp. enterica serovar Copenhagen strain FDA382205 SAMN02844394-rid5029143.denovo.17, whole genome shotgun sequence",305,102120,1,305,28381,29295,305,24,92.131,100.0,100.0,minus,0.0,569,mate-pair-formation
NC_009140_00071|MPF_F,"AAYPQN010000017.1 Salmonella enterica subsp. enterica serovar Copenhagen strain FDA382205 SAMN02844394-rid5029143.denovo.17, whole genome shotgun sequence",621,102120,1,621,33718,35580,621,0,100.0,100.0,100.0,minus,0.0,1177,mate-pair-formation
NC_012885_00167|MPF_F,"AAYPQN010000048.1 Salmonella enterica subsp. enterica serovar Copenhagen strain FDA382205 SAMN02844394-rid5029143.denovo.48, whole genome shotgun sequence",477,13135,1,477,6494,7924,477,12,97.484,100.0,100.0,minus,0.0,931,mate-pair-formation
qseqid,sseqid,qlen,slen,qstart,qend,sstart,send,length,mismatch,pident,qcovhsp,qcovs,sstrand,evalue,bitscore,biomarker
NC_012690_00071|MOBH,"ABATPR010000023.1 Salmonella enterica strain 21TX04GT01-S1 SAMN19605054-rid12430833.denovo.23, whole genome shotgun sequence",458,50281,245,458,19916,20557,214,4,98.131,47.0,100.0,minus,2.93e-141,440,relaxase
NC_012885_00072|MOBH,"ABATPR010000023.1 Salmonella enterica strain 21TX04GT01-S1 SAMN19605054-rid12430833.denovo.23, whole genome shotgun sequence",987,50281,1,986,27118,30084,991,104,88.799,99.0,99.0,minus,0.0,1597,relaxase
NC_023291_00077|MPF_F,"ABATPR010000023.1 Salmonella enterica strain 21TX04GT01-S1 SAMN19605054-rid12430833.denovo.23, whole genome shotgun sequence",335,50281,1,335,4886,5890,335,2,99.403,100.0,100.0,minus,0.0,582,mate-pair-formation
NC_012885_00091|MPF_F,"ABATPR010000023.1 Salmonella enterica strain 21TX04GT01-S1 SAMN19605054-rid12430833.denovo.23, whole genome shotgun sequence",422,50281,1,422,6558,7820,422,24,94.076,100.0,100.0,minus,0.0,821,mate-pair-formation
NC_012885_00088|MPF_T,"ABATPR010000023.1 Salmonella enterica strain 21TX04GT01-S1 SAMN19605054-rid12430833.denovo.23, whole genome shotgun sequence",815,50281,1,815,8645,11089,815,16,98.037,100.0,100.0,minus,0.0,1638,mate-pair-formation
NC_016974_00085|MPF_F,"ABATPR010000023.1 Salmonella enterica strain 21TX04GT01-S1 SAMN19605054-rid12430833.denovo.23, whole genome shotgun sequence",192,50281,1,192,18028,18603,192,1,99.479,100.0,100.0,minus,1.4099999999999998e-119,365,mate-pair-formation
NC_012885_00083|MPF_F,"ABATPR010000023.1 Salmonella enterica strain 21TX04GT01-S1 SAMN19605054-rid12430833.denovo.23, whole genome shotgun sequence",438,50281,1,438,18603,19916,438,42,90.411,100.0,100.0,minus,0.0,752,mate-pair-formation
NC_014170_00023|MPF_F,"ABATPR010000023.1 Salmonella enterica strain 21TX04GT01-S1 SAMN19605054-rid12430833.denovo.23, whole genome shotgun sequence",305,50281,1,305,19916,20830,305,24,92.131,100.0,100.0,minus,0.0,569,mate-pair-formation
NC_009140_00071|MPF_F,"ABATPR010000023.1 Salmonella enterica strain 21TX04GT01-S1 SAMN19605054-rid12430833.denovo.23, whole genome shotgun sequence",621,50281,1,621,25253,27115,621,0,100.0,100.0,100.0,minus,0.0,1177,mate-pair-formation
qseqid,sseqid,qlen,slen,qstart,qend,sstart,send,length,mismatch,pident,qcovhsp,qcovs,sstrand,evalue,bitscore,biomarker
JQ319772|MOBH,"ABGEMP010000026.1 Salmonella enterica strain SAL-21-VL-SD-NC-0018 isolate Felis catus SAMN28209059-rid14423383.denovo.26, whole genome shotgun sequence",398,42141,1,398,39641,40038,398,0,100.0,100.0,100.0,minus,0.0,736,oriT
000092__CP025470|IncC,"ABGEMP010000026.1 Salmonella enterica strain SAL-21-VL-SD-NC-0018 isolate Felis catus SAMN28209059-rid14423383.denovo.26, whole genome shotgun sequence",1101,42141,1,1101,37724,38824,1101,0,100.0,100.0,100.0,minus,0.0,2034,replicon
NC_012885_00167|MPF_F,"ABGEMP010000024.1 Salmonella enterica strain SAL-21-VL-SD-NC-0018 isolate Felis catus SAMN28209059-rid14423383.denovo.24, whole genome shotgun sequence",477,57788,1,477,49863,51293,477,12,97.484,100.0,100.0,plus,0.0,931,mate-pair-formation
qseqid,sseqid,qlen,slen,qstart,qend,sstart,send,length,mismatch,pident,qcovhsp,qcovs,sstrand,evalue,bitscore,biomarker
NC_012690_00071|MOBH,"ABHRLM010000026.1 Salmonella enterica strain PNUSAS293953 SAMN30466018-rid15188123.denovo.27, whole genome shotgun sequence",458,51601,245,458,21552,22193,214,4,98.131,47.0,100.0,minus,2.64e-141,440,relaxase
NC_012885_00072|MOBH,"ABHRLM010000026.1 Salmonella enterica strain PNUSAS293953 SAMN30466018-rid15188123.denovo.27, whole genome shotgun sequence",987,51601,1,986,28754,31720,991,104,88.799,99.0,99.0,minus,0.0,1597,relaxase
NC_023291_00077|MPF_F,"ABHRLM010000026.1 Salmonella enterica strain PNUSAS293953 SAMN30466018-rid15188123.denovo.27, whole genome shotgun sequence",335,51601,1,335,6522,7526,335,2,99.403,100.0,100.0,minus,0.0,582,mate-pair-formation
NC_012885_00091|MPF_F,"ABHRLM010000026.1 Salmonella enterica strain PNUSAS293953 SAMN30466018-rid15188123.denovo.27, whole genome shotgun sequence",422,51601,1,422,8194,9456,422,24,94.076,100.0,100.0,minus,0.0,821,mate-pair-formation
NC_012885_00088|MPF_T,"ABHRLM010000026.1 Salmonella enterica strain PNUSAS293953 SAMN30466018-rid15188123.denovo.27, whole genome shotgun sequence",815,51601,1,815,10281,12725,815,16,98.037,100.0,100.0,minus,0.0,1638,mate-pair-formation
NC_016974_00085|MPF_F,"ABHRLM010000026.1 Salmonella enterica strain PNUSAS293953 SAMN30466018-rid15188123.denovo.27, whole genome shotgun sequence",192,51601,1,192,19664,20239,192,1,99.479,100.0,100.0,minus,1.27e-119,365,mate-pair-formation
NC_012885_00083|MPF_F,"ABHRLM010000026.1 Salmonella enterica strain PNUSAS293953 SAMN30466018-rid15188123.denovo.27, whole genome shotgun sequence",438,51601,1,438,20239,21552,438,42,90.411,100.0,100.0,minus,0.0,752,mate-pair-formation
NC_014170_00023|MPF_F,"ABHRLM010000026.1 Salmonella enterica strain PNUSAS293953 SAMN30466018-rid15188123.denovo.27, whole genome shotgun sequence",305,51601,1,305,21552,22466,305,24,92.131,100.0,100.0,minus,0.0,569,mate-pair-formation
NC_009140_00071|MPF_F,"ABHRLM010000026.1 Salmonella enterica strain PNUSAS293953 SAMN30466018-rid15188123.denovo.27, whole genome shotgun sequence",621,51601,1,621,26889,28751,621,0,100.0,100.0,100.0,minus,0.0,1177,mate-pair-formation
qseqid,sseqid,qlen,slen,qstart,qend,sstart,send,length,mismatch,pident,qcovhsp,qcovs,sstrand,evalue,bitscore,biomarker
JQ319772|MOBH,"DAOEUY010000026.1 TPA_asm: Salmonella enterica strain FR19-RH-1 SAMN34041906-rid17561593.denovo.28, whole genome shotgun sequence",398,42124,1,398,39626,40023,398,0,100.0,100.0,100.0,minus,0.0,736,oriT
000092__CP025470|IncC,"DAOEUY010000026.1 TPA_asm: Salmonella enterica strain FR19-RH-1 SAMN34041906-rid17561593.denovo.28, whole genome shotgun sequence",1101,42124,1,1101,37709,38809,1101,0,100.0,100.0,100.0,minus,0.0,2034,replicon
NC_012885_00167|MPF_F,"DAOEUY010000019.1 TPA_asm: Salmonella enterica strain FR19-RH-1 SAMN34041906-rid17561593.denovo.20, whole genome shotgun sequence",477,65728,1,477,57806,59236,477,12,97.484,100.0,100.0,plus,0.0,931,mate-pair-formation
qseqid,sseqid,qlen,slen,qstart,qend,sstart,send,length,mismatch,pident,qcovhsp,qcovs,sstrand,evalue,bitscore,biomarker
NC_012885_00072|MOBH,"ABOFKO010000040.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS32310432 SAMN37909491-rid19918453.denovo.40, whole genome shotgun sequence",987,29325,1,986,6480,9446,991,104,88.799,99.0,99.0,minus,0.0,1597,relaxase
NC_008612_00058|MPF_F,"ABOFKO010000040.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS32310432 SAMN37909491-rid19918453.denovo.40, whole genome shotgun sequence",208,29325,1,208,179,802,208,2,99.038,100.0,100.0,minus,5.95e-130,395,mate-pair-formation
NC_009140_00071|MPF_F,"ABOFKO010000040.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS32310432 SAMN37909491-rid19918453.denovo.40, whole genome shotgun sequence",621,29325,1,621,4615,6477,621,0,100.0,100.0,100.0,minus,0.0,1177,mate-pair-formation
NC_012885_00083|MPF_F,"ABOFKO010000042.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS32310432 SAMN37909491-rid19918453.denovo.42, whole genome shotgun sequence",438,26378,1,438,723,2036,438,42,90.411,100.0,100.0,plus,0.0,752,mate-pair-formation
NC_016974_00085|MPF_F,"ABOFKO010000042.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS32310432 SAMN37909491-rid19918453.denovo.42, whole genome shotgun sequence",192,26378,1,192,2036,2611,192,1,99.479,100.0,100.0,plus,1.42e-119,365,mate-pair-formation
NC_012885_00088|MPF_T,"ABOFKO010000042.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS32310432 SAMN37909491-rid19918453.denovo.42, whole genome shotgun sequence",815,26378,1,815,9550,11994,815,16,98.037,100.0,100.0,plus,0.0,1638,mate-pair-formation
NC_012885_00091|MPF_F,"ABOFKO010000042.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS32310432 SAMN37909491-rid19918453.denovo.42, whole genome shotgun sequence",422,26378,1,422,12819,14081,422,24,94.076,100.0,100.0,plus,0.0,821,mate-pair-formation
NC_023291_00077|MPF_F,"ABOFKO010000042.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS32310432 SAMN37909491-rid19918453.denovo.42, whole genome shotgun sequence",335,26378,1,335,14749,15753,335,2,99.403,100.0,100.0,plus,0.0,582,mate-pair-formation
qseqid,sseqid,qlen,slen,qstart,qend,sstart,send,length,mismatch,pident,qcovhsp,qcovs,sstrand,evalue,bitscore,biomarker
JQ319772|MOBH,"ABRRVV010000030.1 Salmonella enterica subsp. enterica serovar Typhimurium strain SAL-23-VL-LA-PA-RYAN-0004 SAMN40933099-rid21435063.denovo.32, whole genome shotgun sequence",398,31885,1,398,29386,29783,398,1,99.749,100.0,100.0,minus,0.0,730,oriT
000092__CP025470|IncC,"ABRRVV010000030.1 Salmonella enterica subsp. enterica serovar Typhimurium strain SAL-23-VL-LA-PA-RYAN-0004 SAMN40933099-rid21435063.denovo.32, whole genome shotgun sequence",1101,31885,1,1101,27469,28569,1101,0,100.0,100.0,100.0,minus,0.0,2034,replicon
NC_012885_00167|MPF_F,"ABRRVV010000019.1 Salmonella enterica subsp. enterica serovar Typhimurium strain SAL-23-VL-LA-PA-RYAN-0004 SAMN40933099-rid21435063.denovo.20, whole genome shotgun sequence",477,65729,1,477,57806,59236,477,12,97.484,100.0,100.0,plus,0.0,931,mate-pair-formation
qseqid,sseqid,qlen,slen,qstart,qend,sstart,send,length,mismatch,pident,qcovhsp,qcovs,sstrand,evalue,bitscore,biomarker
JQ319772|MOBH,"ABWIZC010000031.1 Salmonella enterica strain FDA1278480-S002-001 SAMN44699031-rid23954603.denovo.34, whole genome shotgun sequence",398,33902,1,398,31402,31799,398,0,100.0,100.0,100.0,minus,0.0,736,oriT
000092__CP025470|IncC,"ABWIZC010000031.1 Salmonella enterica strain FDA1278480-S002-001 SAMN44699031-rid23954603.denovo.34, whole genome shotgun sequence",1101,33902,1,1101,29485,30585,1101,0,100.0,100.0,100.0,minus,0.0,2034,replicon
NC_012885_00167|MPF_F,"ABWIZC010000020.1 Salmonella enterica strain FDA1278480-S002-001 SAMN44699031-rid23954603.denovo.20, whole genome shotgun sequence",477,65730,1,477,57807,59237,477,12,97.484,100.0,100.0,plus,0.0,931,mate-pair-formation
qseqid,sseqid,qlen,slen,qstart,qend,sstart,send,length,mismatch,pident,qcovhsp,qcovs,sstrand,evalue,bitscore,biomarker
JQ319772|MOBH,"ABWIZO010000028.1 Salmonella enterica strain FDA1278480-S002-002 SAMN44699014-rid23954373.denovo.29, whole genome shotgun sequence",398,33902,1,398,31402,31799,398,0,100.0,100.0,100.0,minus,0.0,736,oriT
000092__CP025470|IncC,"ABWIZO010000028.1 Salmonella enterica strain FDA1278480-S002-002 SAMN44699014-rid23954373.denovo.29, whole genome shotgun sequence",1101,33902,1,1101,29485,30585,1101,0,100.0,100.0,100.0,minus,0.0,2034,replicon
NC_012885_00167|MPF_F,"ABWIZO010000017.1 Salmonella enterica strain FDA1278480-S002-002 SAMN44699014-rid23954373.denovo.17, whole genome shotgun sequence",477,65730,1,477,57807,59237,477,12,97.484,100.0,100.0,plus,0.0,931,mate-pair-formation
